Ticker,Date,Time,Headline,neg,neu,pos,compound
NIO,Mar-01-21,05:21PM,NIO: Q4 Earnings Insights,0.0,1.0,0.0,0.0
TSLA,Mar-19-21,06:28AM,Dow Jones Futures Rise As Treasury Yields Retreat After Nasdaq Breaks Support Tesla Apple Hit Resistance,0.0,0.674,0.326,0.6486
TSLA,Mar-19-21,06:01AM,Is This Underappreciated Cathie Wood Stock a Better Buy Than Tesla Right Now?,0.0,0.791,0.209,0.4404
TSLA,Mar-19-21,06:00AM,The Sun Is Shining on Convertible Bonds Built for Good or Bad Weather,0.201,0.632,0.167,-0.1531
TSLA,Mar-19-21,02:45AM,Tesla Looks To Give Customers The Giga Shanghai Experience,0.0,1.0,0.0,0.0
TSLA,Mar-19-21,02:10AM,Tesla Apple Power Component Supplier Slashes China Workforce By About Half,0.153,0.847,0.0,-0.2023
TSLA,Mar-19-21,12:29AM,Tesla Rival Rivian To Install Over 3500 Fast EV Chargers And Another 10000 Open To Public By 2023,0.0,1.0,0.0,0.0
TSLA,Mar-19-21,12:15AM,Watch Tesla Nikola and these other stocks as change comes for a trucking market worth $1.5 trillion says UBS,0.0,0.899,0.101,0.2263
TSLA,Mar-19-21,12:13AM,Elon Musk Takes A Dig At NFT Investors,0.0,1.0,0.0,0.0
TSLA,Mar-18-21,10:07PM,Exclusive: Targeting Tesla China's Geely to launch new premium EV brand - sources,0.0,0.88,0.12,0.128
TSLA,Mar-18-21,08:00PM,Taiwanese Apple and Tesla contractor cuts China headcount by almost half,0.18,0.82,0.0,-0.296
TSLA,Mar-18-21,07:37PM,Tesla Is Down. GM and Ford Are Up. How Interest Rates Play With Stocks.,0.0,0.69,0.31,0.6597
TSLA,Mar-18-21,05:40PM,Why Kevin O'Leary Changed His Mind On Tesla Keeps Allocation Capped At 5%,0.0,1.0,0.0,0.0
TSLA,Mar-18-21,04:56PM,UPDATE 2-U.S. safety agency reviewing 23 Tesla crashes three from recent weeks,0.0,0.797,0.203,0.4215
TSLA,Mar-18-21,03:06PM,Expert Ratings for Tesla,0.0,1.0,0.0,0.0
TSLA,Mar-18-21,03:03PM,This EV Stock Has Gained 70% in a Month. Its Not Tesla.,0.0,0.794,0.206,0.3818
TSLA,Mar-18-21,02:11PM,Why Tesla Stock Fell Sharply on Thursday,0.0,1.0,0.0,0.0
TSLA,Mar-18-21,12:43PM,March Madness on Wall Street: stocks to watch,0.293,0.707,0.0,-0.4404
TSLA,Mar-18-21,12:43PM,Dow Rallies To Record Highs Tech Stocks Sell Off As Treasury Yields Spike; Apple Tesla Tumble,0.0,0.893,0.107,0.2023
TSLA,Mar-18-21,11:20AM,VWs Furious Rally Fueled by Surge in U.S. Trading Volume,0.291,0.709,0.0,-0.5719
TSLA,Mar-18-21,11:09AM,Another Nikola Investor To Slash Stake While Rivian Expands Road Test,0.168,0.72,0.112,-0.1779
TSLA,Mar-18-21,10:07AM,UPDATE 1-Renault sees its electric hybrid car sales doubling in 2021 - sources,0.0,1.0,0.0,0.0
TSLA,Mar-18-21,09:26AM,Mogo Cars.com Ford Volkswagen  and Tesla highlighted as Zacks Bull and Bear of the Day,0.0,1.0,0.0,0.0
TSLA,Mar-18-21,09:18AM,Electric truck startup Lordstown slumps 12% on SEC probe,0.0,1.0,0.0,0.0
TSLA,Mar-18-21,09:04AM,Nikola Lordstown shares drop in latest sign of turbulence for EV sector,0.147,0.699,0.154,0.0258
TSLA,Mar-18-21,08:00AM,Tesla Stock Vs. Nio? Own The Top EV Stocks No Matter Who Wins,0.124,0.506,0.371,0.5267
TSLA,Mar-18-21,07:23AM,How bitcoin is like Tesla and here to stay but will feel volatility from this unique effect says Deutsche Bank,0.0,0.916,0.084,0.1901
TSLA,Mar-18-21,04:55AM,EV frenzy over Volkswagen shares draws regulator's attention,0.219,0.571,0.21,-0.0258
TSLA,Mar-18-21,04:01AM,Tesla Faces Federal Investigation Over Michigan State Police Vehicle Crash,0.231,0.769,0.0,-0.4019
TSLA,Mar-18-21,03:38AM,Tesla Down 2% On UK Cutting Subsidies for EVs Mounting Challenges,0.127,0.763,0.11,-0.0516
TSLA,Mar-18-21,02:55AM,Volkswagen Extends 'Reddit-Like' Rally as It Closes EV Gap With Tesla,0.0,0.87,0.13,0.128
TSLA,Mar-18-21,02:08AM,Proposed Bitcoin Ban Becomes X Factor In Tesla's India Foray,0.31,0.69,0.0,-0.5574
TSLA,Mar-17-21,11:47PM,Toshiba Investors Back Hedge Funds Call to Probe AGM Voting,0.0,1.0,0.0,0.0
TSLA,Mar-17-21,09:13PM,Tesla on Autopilot drives into patrol car in Michigan police say,0.0,1.0,0.0,0.0
TSLA,Mar-17-21,08:20PM,UPDATE 1-U.S. investigating suspected Autopilot Tesla crash into police vehicle,0.365,0.635,0.0,-0.5574
TSLA,Mar-17-21,07:48PM,U.S. investigating suspected Autopilot Tesla crash into police vehicle,0.397,0.603,0.0,-0.5574
TSLA,Mar-17-21,07:46PM,RPT-FOCUS-Power Play: Volkswagen abruptly pulls plug on South Korean battery makers,0.0,0.806,0.194,0.34
TSLA,Mar-17-21,05:10PM,Lordstown Discloses SEC Inquiry Over Short-Seller Report,0.0,1.0,0.0,0.0
TSLA,Mar-17-21,03:41PM,Investors really hate tech stocks right now but should they?,0.217,0.783,0.0,-0.3604
TSLA,Mar-17-21,03:23PM,Tesla Driving On Autopilot Crashes Into Michigan State Police Vehicle,0.0,1.0,0.0,0.0
TSLA,Mar-17-21,02:30PM,TSLA Stock: Bearish Option Trade Could Yield A 56% Return,0.0,1.0,0.0,0.0
TSLA,Mar-17-21,01:44PM,VW Becomes Germanys Most Valuable Company on EV Enthusiasm,0.0,0.527,0.473,0.7425
TSLA,Mar-17-21,01:30PM,Should You Buy Tesla (TSLA) Stock Before Its Too Late?,0.0,1.0,0.0,0.0
TSLA,Mar-17-21,12:34PM,Is Ford Stock A Buy Now As It Races Higher? Automaker Extending Strong 2021 Gains,0.0,0.678,0.322,0.6908
TSLA,Mar-17-21,12:06PM,Dow Rallies Tech Stocks Tumble As Treasury Yields Jump Ahead Of Fed Decision; Plug Power Dives Tesla Skids,0.0,0.904,0.096,0.2023
TSLA,Mar-17-21,11:03AM,Why Volkswagen Stock Is Suddenly Skyrocketing,0.0,1.0,0.0,0.0
TSLA,Mar-17-21,10:56AM,Volkswagen shares extend rally taking five-day advance to 20%,0.0,0.642,0.358,0.4404
TSLA,Mar-17-21,10:15AM,Lordstown Motors earnings: here's what we can expect,0.0,1.0,0.0,0.0
TSLA,Mar-17-21,10:11AM,Why I'll Never Own Tesla Stock,0.0,1.0,0.0,0.0
TSLA,Mar-17-21,09:58AM,Commodities market in early stages of a long-term bull market: strategist,0.0,1.0,0.0,0.0
TSLA,Mar-17-21,09:01AM,Dow Jones Futures Steady Tech Futures Tumble As Treasury Yields Pop Before Fed Meeting; Plug Power Dives On Accounting,0.0,0.909,0.091,0.2023
TSLA,Mar-17-21,07:30AM,From Sputnik to Elon Musk: How the Space Race Took Shape,0.0,1.0,0.0,0.0
TSLA,Mar-17-21,07:07AM,3 Reasons EV Stocks Are Making Headlines,0.0,1.0,0.0,0.0
TSLA,Mar-17-21,06:46AM,VW CEOs Embrace of Elon Musks Playbook Sends Stock Soaring,0.0,0.796,0.204,0.3182
TSLA,Mar-17-21,06:46AM,PLUG Stock A Buy Now? Plug Power Tumbles On Accounting Errors,0.211,0.789,0.0,-0.34
TSLA,Mar-17-21,05:36AM,Dow Jones Futures: Plug Power CrowdStrike Are Key Movers Ahead Of Fed Meeting; Chip Stocks Flash Buy Signals,0.0,1.0,0.0,0.0
TSLA,Mar-17-21,04:48AM,Tesla 'Going Down' In 2021 As Investors Wake Up To Reality On Incumbents' Potential Says Fund Manager,0.0,1.0,0.0,0.0
TSLA,Mar-17-21,03:35AM,Tesla Down 2.6% As Competition Looms Fund Manager Warns,0.3,0.7,0.0,-0.25
TSLA,Mar-17-21,02:59AM,Power Play: Volkswagen abruptly pulls plug on South Korean battery makers,0.0,0.806,0.194,0.34
TSLA,Mar-17-21,02:52AM,FOCUS-Power Play: Volkswagen abruptly pulls plug on South Korean battery makers,0.0,0.806,0.194,0.34
TSLA,Mar-17-21,02:37AM,Hacker Of Elon Musk Bill Gates Barack Obama Apple Twitter Accounts To Spend 3 Years In Prison,0.18,0.82,0.0,-0.5106
TSLA,Mar-17-21,12:30AM,Why Lucid CEO Doesn't See Apple Car As Threat To EV Makers Like His Company And Tesla,0.163,0.718,0.12,-0.2263
TSLA,Mar-16-21,11:02PM,Tesla CEO Elon Musk is no longer selling one of his tweets about NFTs,0.145,0.855,0.0,-0.296
TSLA,Mar-16-21,10:00PM,Elon Musk-Dogecoin Twitter Verified Profile Scam Cost This Man Over $500000,0.27,0.73,0.0,-0.5719
TSLA,Mar-16-21,07:59PM,Analyst Says Volkswagen Will Overtake Tesla in Electric Vehicle Sales This Year,0.0,1.0,0.0,0.0
TSLA,Mar-16-21,07:11PM,Mark Cuban: You have a 'better chance of making money in Dallas and Texas',0.0,0.692,0.308,0.5994
TSLA,Mar-16-21,06:43PM,Police say Autopilot not believed in use in Detroit Tesla crash,0.213,0.787,0.0,-0.4019
TSLA,Mar-16-21,06:12PM,Why Tesla Stock Fell Sharply on Tuesday,0.0,1.0,0.0,0.0
TSLA,Mar-16-21,06:07PM,Elon Musk sells NFT of his tweet with one bidder offering $1.1m,0.0,1.0,0.0,0.0
TSLA,Mar-16-21,05:39PM,Major Tech Supplier Resumes Selling Verkada Cameras,0.0,1.0,0.0,0.0
TSLA,Mar-16-21,05:32PM,Dow Jones Futures: Nasdaq Fades But These Chip Stocks Flash Buy Signals; Four Key Earnings Movers,0.0,1.0,0.0,0.0
TSLA,Mar-16-21,05:30PM,SoftBank Mints New Unicorn by Backing Analytics Firm PatSnap,0.0,0.879,0.121,0.0258
TSLA,Mar-16-21,04:38PM,ElectraMeccanica to establish U.S. base of operations in Arizona,0.0,1.0,0.0,0.0
TSLA,Mar-16-21,04:28PM,Volkswagen Stock Jumps On Bold Electric Vehicle Sales Target,0.0,0.755,0.245,0.3818
TSLA,Mar-16-21,04:20PM,Dow Jones Snaps 7-Session Win Streak But Intel Gives Buy Signal; Former Leaders Tesla Zoom Video Peloton Hit Hard,0.063,0.766,0.171,0.5267
TSLA,Mar-16-21,03:22PM,Ford Debuts 2021 F-150 Police Responder: What You Need To Know,0.0,1.0,0.0,0.0
TSLA,Mar-16-21,02:53PM,This 118-year-old legendary auto parts maker is going public via a SPAC,0.0,1.0,0.0,0.0
TSLA,Mar-16-21,02:36PM,Is Nio Stock A Buy? Chip Shortage EV Competition Weigh On Outlook,0.167,0.833,0.0,-0.25
TSLA,Mar-16-21,02:03PM,FuelCell Energy Drags Nasdaq Hydrogen Stocks Lower; Can VW Beat Tesla?,0.279,0.571,0.15,-0.2023
TSLA,Mar-16-21,01:43PM,Dow Jones Falls As Nasdaq Rallies; Apple Stock Up As Tech Rebounds; Moderna Pops On This,0.0,1.0,0.0,0.0
TSLA,Mar-16-21,01:00PM,Why Volkswagen's Plan to Beat Tesla Could Crush Other Electric-Car Stocks,0.138,0.862,0.0,-0.1531
TSLA,Mar-16-21,12:56PM,Is Tesla (TSLA) Stock A Buy or Sell?,0.0,1.0,0.0,0.0
TSLA,Mar-16-21,11:56AM,Welcome To The Golden Age Of EVs,0.0,0.667,0.333,0.4588
TSLA,Mar-16-21,11:41AM,Dow Falls As Retail Sales Miss; Tesla Slides While EV Leader Volkswagen Soars 17%,0.11,0.89,0.0,-0.1531
TSLA,Mar-16-21,10:22AM,Tesla Battery Backup Systems Manage Over 1.2GWh of Energy Storage Via Autobidder,0.0,0.84,0.16,0.2732
TSLA,Mar-16-21,09:35AM,Volkswagen Is Coming After Tesla. What It Means for Both Stocks.,0.0,1.0,0.0,0.0
TSLA,Mar-16-21,08:49AM,VW Surges 29% After Laying Plans to Dethrone Tesla by Mid-Decade,0.0,1.0,0.0,0.0
TSLA,Mar-16-21,08:20AM,Tesla Nikola and the Weirdness in EV Stocks,0.213,0.787,0.0,-0.2263
TSLA,Mar-16-21,08:09AM,Dow Jones Futures Fall As Bitcoin Slides From Record Highs; This EV Leader Surges Again,0.0,1.0,0.0,0.0
TSLA,Mar-16-21,06:52AM,Tesla Falls After Analyst Predicts $5K EV in the Future,0.0,1.0,0.0,0.0
TSLA,Mar-16-21,06:36AM,5 Stocks That Were Once the Most Held on Robinhood,0.0,1.0,0.0,0.0
TSLA,Mar-16-21,04:30AM,Bitcoin Steadies Near $56000 After Weekend Rally Evaporates,0.0,1.0,0.0,0.0
TSLA,Mar-16-21,03:50AM,China Signal Users Report Difficulty Accessing Messaging App,0.255,0.745,0.0,-0.34
TSLA,Mar-15-21,11:46PM,Xpeng CEO Bought Shares In Rival Nio During 2019 Low,0.171,0.65,0.179,0.0258
TSLA,Mar-15-21,11:04PM,Only Doge Accepted Here: Beeple's Offer Of $69M NFT Not Good Enough For Elon Musk,0.137,0.743,0.12,-0.0788
TSLA,Mar-15-21,11:04PM,NTSB sends team to Detroit to investigate violent Tesla crash,0.452,0.548,0.0,-0.765
TSLA,Mar-15-21,08:56PM,Tesla Faces Yet Another NHTSA Probe Over 'Violent Crash' In Detroit,0.423,0.577,0.0,-0.765
TSLA,Mar-15-21,08:54PM,UPDATE 2-U.S. safety agency probes 'violent' Tesla crash in Detroit,0.2,0.593,0.207,0.0258
TSLA,Mar-15-21,06:46PM,U.S. safety agency probes 'violent' Tesla crash in Detroit,0.216,0.56,0.224,0.0258
TSLA,Mar-15-21,05:56PM,Elon Musk's Tweet About Selling NFTs Song As NFT Gets $100000 Bid,0.0,1.0,0.0,0.0
TSLA,Mar-15-21,05:08PM,Tesla Model 3 Surpasses VW ID.3 In Germany Becomes Country's No. 2 EV Bestseller In February,0.145,0.855,0.0,-0.296
PLTR,Mar-18-21,09:38AM,Analyzing Palantir Technologies's Unusual Options Activity,0.0,1.0,0.0,0.0
PLTR,Mar-18-21,09:35AM,Why Wait for a Crash to Buy? These 3 Top Stocks Are Already Down More Than 40%,0.154,0.743,0.103,-0.2263
PLTR,Mar-17-21,08:46PM,Here's Why Palantir Is a Must-Have Stock for Long Term Investors,0.0,1.0,0.0,0.0
PLTR,Mar-17-21,11:31AM,Coinbase Backers Register 114.9 Million Shares for Listing,0.0,0.761,0.239,0.296
